代號,名稱,市場,,,,,,,,,,,,,PER,PBR,1個月走勢圖,3個月走勢圖,1年走勢圖,3年走勢圖,10年走勢圖
910322,康師傅-DR,市,,,,,,,,,,,,,,,,,,,
9105,泰金寶-DR,市,,,,,,,,,,,,,,,,,,,
910861,神州-DR,市,,,,,,,,,,,,,,,,,,,
9110,越南控-DR,市,,,,,,,,,,,,,,,,,,,
911608,明輝-DR,市,,,,,,,,,,,,,,,,,,,
911622,泰聚亨-DR,市,,,,,,,,,,,,,,,,,,,
911868,同方友友-DR,市,,,,,,,,,,,,,,,,,,,
912000,晨訊科-DR,市,,,,,,,,,,,,,,,,,,,
9136,巨騰-DR,市,,,,,,,,,,,,,,,,,,,
9802,鈺齊-KY,市,,,,,,,,,,,,,23.6,1.55,,,,,
9902,台火,市,,,,,,,,,,,,,20.8,1.27,,,,,
9904,寶成,市,,,,,,,,,,,,,9.32,0.92,,,,,
9905,大華,市,,,,,,,,,,,,,15,0.88,,,,,
9906,欣巴巴,市,,,,,,,,,,,,,37.5,7.21,,,,,
9907,統一實,市,,,,,,,,,,,,,23.5,1.22,,,,,
9908,大台北,市,,,,,,,,,,,,,15.4,1.1,,,,,
9910,豐泰,市,,,,,,,,,,,,,23.8,5.6,,,,,
9911,櫻花,市,,,,,,,,,,,,,14.1,3.05,,,,,
9912,偉聯,市,,,,,,,,,,,,,,1.48,,,,,
9914,美利達,市,,,,,,,,,,,,,32.9,2.23,,,,,
9917,中保科,市,,,,,,,,,,,,,20.5,4.69,,,,,
9918,欣天然,市,,,,,,,,,,,,,18,2.24,,,,,
9919,康那香,市,,,,,,,,,,,,,,1.33,,,,,
9921,巨大,市,,,,,,,,,,,,,23.8,1.67,,,,,
9924,福興,市,,,,,,,,,,,,,11,1.39,,,,,
9925,新保,市,,,,,,,,,,,,,17.8,1.34,,,,,
9926,新海,市,,,,,,,,,,,,,19.2,2.32,,,,,
9927,泰銘,市,,,,,,,,,,,,,11.2,1.76,,,,,
9928,中視,市,,,,,,,,,,,,,64.5,0.51,,,,,
9929,秋雨,市,,,,,,,,,,,,,,2,,,,,
9930,中聯資源,市,,,,,,,,,,,,,15.3,2.69,,,,,
9931,欣高,市,,,,,,,,,,,,,15,1.43,,,,,
9933,中鼎,市,,,,,,,,,,,,,15.8,1.72,,,,,
9934,成霖,市,,,,,,,,,,,,,10.6,0.94,,,,,
9935,慶豐富,市,,,,,,,,,,,,,16.8,2.15,,,,,
9937,全國,市,,,,,,,,,,,,,26.8,3.65,,,,,
9938,百和,市,,,,,,,,,,,,,19.4,1.93,,,,,
9939,宏全,市,,,,,,,,,,,,,15,2.41,,,,,
9940,信義,市,,,,,,,,,,,,,11.2,1.59,,,,,
9941,裕融,市,,,,,,,,,,,,,12,2,,,,,
9941A,裕融甲特,市,,,,,,,,,,,,,,,,,,,
9942,茂順,市,,,,,,,,,,,,,13.4,2.43,,,,,
9943,好樂迪,市,,,,,,,,,,,,,11.2,2.55,,,,,
9944,新麗,市,,,,,,,,,,,,,172,0.62,,,,,
9945,潤泰新,市,,,,,,,,,,,,,11.2,1.24,,,,,
9946,三發地產,市,,,,,,,,,,,,,28.6,1.24,,,,,
9955,佳龍,市,,,,,,,,,,,,,,2.46,,,,,
9958,世紀鋼,市,,,,,,,,,,,,,21.5,3.59,,,,,
