代號,名稱,市場,,,,,,,,,,,,,PER,PBR,1個月走勢圖,3個月走勢圖,1年走勢圖,3年走勢圖,10年走勢圖
6761,穩得,櫃,,,,,,,,,,,,,14.3,2.07,,,,,
6762,達亞,櫃,,,,,,,,,,,,,355,6.75,,,,,
6763,綠界科技*,櫃,,,,,,,,,,,,,35.1,4.57,,,,,
6767,台微醫,櫃,,,,,,,,,,,,,,2.79,,,,,
6785,昱展新藥,櫃,,,,,,,,,,,,,24.8,4.01,,,,,
6788,華景電,櫃,,,,,,,,,,,,,20.6,3.91,,,,,
6791,虎門科技,櫃,,,,,,,,,,,,,38,7.62,,,,,
6803,崑鼎,櫃,,,,,,,,,,,,,16.9,3.19,,,,,
6804,明係,櫃,,,,,,,,,,,,,34.7,0.82,,,,,
6811,宏碁資訊,櫃,,,,,,,,,,,,,22.8,6.04,,,,,
6821,聯寶,櫃,,,,,,,,,,,,,52.5,2.32,,,,,
6823,濾能,櫃,,,,,,,,,,,,,,2.87,,,,,
6829,千附精密,櫃,,,,,,,,,,,,,30,3.83,,,,,
6840,東研信超,櫃,,,,,,,,,,,,,,1.6,,,,,
6841,長佳智能,櫃,,,,,,,,,,,,,,4.13,,,,,
6843,進典,櫃,,,,,,,,,,,,,22,2.18,,,,,
6844,諾貝兒,櫃,,,,,,,,,,,,,45.7,1.72,,,,,
6846,綠茵,櫃,,,,,,,,,,,,,15.3,2.54,,,,,
6855,數泓科,櫃,,,,,,,,,,,,,19.7,4.17,,,,,
6856,鑫傳,櫃,,,,,,,,,,,,,14.9,2.37,,,,,
6859,伯特光,櫃,,,,,,,,,,,,,305,4.28,,,,,
6865,偉康科技,櫃,,,,,,,,,,,,,44.1,2.36,,,,,
6870,騰雲,櫃,,,,,,,,,,,,,68.3,6.01,,,,,
6874,倍力,櫃,,,,,,,,,,,,,22,4.34,,,,,
6875,國邑*,櫃,,,,,,,,,,,,,,3.87,,,,,
6877,鏵友益,櫃,,,,,,,,,,,,,770,5.89,,,,,
6881,潤德,櫃,,,,,,,,,,,,,16.7,4.19,,,,,
6894,衛司特,櫃,,,,,,,,,,,,,22.1,3.16,,,,,
6895,宏碩系統,櫃,,,,,,,,,,,,,88.2,6.64,,,,,
6899,創為精密,櫃,,,,,,,,,,,,,17,1.25,,,,,
6903,巨漢,櫃,,,,,,,,,,,,,12.2,2.83,,,,,
6904,伯鑫,櫃,,,,,,,,,,,,,14.8,2.51,,,,,
6913,鴻呈,櫃,,,,,,,,,,,,,50.3,4.6,,,,,
6922,宸曜,櫃,,,,,,,,,,,,,26.4,4.54,,,,,
6929,佑全,櫃,,,,,,,,,,,,,,1.5,,,,,
6953,家碩,櫃,,,,,,,,,,,,,36.2,4.68,,,,,
6967,汎瑋材料,櫃,,,,,,,,,,,,,15.8,1.56,,,,,
6968,萬達寵物,櫃,,,,,,,,,,,,,29.8,3.05,,,,,
7402,邑錡,櫃,,,,,,,,,,,,,61.7,3.83,,,,,
7556,意德士,櫃,,,,,,,,,,,,,24.6,3.16,,,,,
7584,樂意,櫃,,,,,,,,,,,,,18.6,2.31,,,,,
7703,銳澤,櫃,,,,,,,,,,,,,22.4,3.2,,,,,
7708,全家餐飲,櫃,,,,,,,,,,,,,15.9,2.89,,,,,
8024,佑華,櫃,,,,,,,,,,,,,,1.48,,,,,
8027,鈦昇,櫃,,,,,,,,,,,,,,3.64,,,,,
8032,光菱,櫃,,,,,,,,,,,,,50.1,1.56,,,,,
8034,榮群,櫃,,,,,,,,,,,,,17.3,1.84,,,,,
8038,長園科,櫃,,,,,,,,,,,,,,4.44,,,,,
8040,九暘,櫃,,,,,,,,,,,,,,2.83,,,,,
8042,金山電,櫃,,,,,,,,,,,,,71.1,1.83,,,,,
8043,蜜望實,櫃,,,,,,,,,,,,,31.8,1.06,,,,,
8044,網家,櫃,,,,,,,,,,,,,,1.22,,,,,
8047,星雲,櫃,,,,,,,,,,,,,,1.83,,,,,
8048,德勝,櫃,,,,,,,,,,,,,20.8,2.72,,,,,
8049,晶采,櫃,,,,,,,,,,,,,12.8,1.97,,,,,
8050,廣積,櫃,,,,,,,,,,,,,23.3,1.87,,,,,
8054,安國,櫃,,,,,,,,,,,,,,4.87,,,,,
8059,凱碩,櫃,,,,,,,,,,,,,,3.66,,,,,
8064,東捷,櫃,,,,,,,,,,,,,64.9,2.98,,,,,
8066,來思達,櫃,,,,,,,,,,,,,1445,1.57,,,,,
8067,志旭,櫃,,,,,,,,,,,,,,2.37,,,,,
8068,全達,櫃,,,,,,,,,,,,,18.4,2.3,,,,,
8069,元太,櫃,,,,,,,,,,,,,46.3,5.6,,,,,
8071,能率網通,櫃,,,,,,,,,,,,,,1.52,,,,,
8074,鉅橡,櫃,,,,,,,,,,,,,25.4,1.27,,,,,
8076,伍豐,櫃,,,,,,,,,,,,,18.1,1.86,,,,,
8077,洛碁,櫃,,,,,,,,,,,,,10.5,2.76,,,,,
8080,印鉐,櫃,,,,,,,,,,,,,,3.83,,,,,
8083,瑞穎,櫃,,,,,,,,,,,,,16.6,4.91,,,,,
8084,巨虹,櫃,,,,,,,,,,,,,33.1,9.15,,,,,
8085,福華,櫃,,,,,,,,,,,,,,2.9,,,,,
8086,宏捷科,櫃,,,,,,,,,,,,,30.4,2.57,,,,,
8087,麗升能源,櫃,,,,,,,,,,,,,151,2.26,,,,,
8088,品安,櫃,,,,,,,,,,,,,,1.32,,,,,
8089,康全電訊,櫃,,,,,,,,,,,,,17.6,4.1,,,,,
8091,翔名,櫃,,,,,,,,,,,,,20.2,1.95,,,,,
8092,建暐,櫃,,,,,,,,,,,,,,2.15,,,,,
8093,保銳,櫃,,,,,,,,,,,,,,3.71,,,,,
8096,擎亞,櫃,,,,,,,,,,,,,14.7,2.45,,,,,
8097,常珵,櫃,,,,,,,,,,,,,,4.09,,,,,
8099,大世科,櫃,,,,,,,,,,,,,38.6,5.66,,,,,
8107,大億金茂,櫃,,,,,,,,,,,,,167,1.06,,,,,
8109,博大,櫃,,,,,,,,,,,,,14.1,2.45,,,,,
8111,立碁,櫃,,,,,,,,,,,,,114,3.57,,,,,
8121,越峰,櫃,,,,,,,,,,,,,40.2,3.36,,,,,
8147,正淩,櫃,,,,,,,,,,,,,50,3.45,,,,,
8155,博智,櫃,,,,,,,,,,,,,25.3,2.84,,,,,
8171,天宇,櫃,,,,,,,,,,,,,,1.91,,,,,
8176,智捷,櫃,,,,,,,,,,,,,151,2.25,,,,,
8182,加高,櫃,,,,,,,,,,,,,16,0.98,,,,,
8183,精星,櫃,,,,,,,,,,,,,12.5,1.42,,,,,
8227,巨有科技,櫃,,,,,,,,,,,,,91,5.87,,,,,
8234,新漢,櫃,,,,,,,,,,,,,,2.39,,,,,
8240,華宏,櫃,,,,,,,,,,,,,14.7,1.02,,,,,
8255,朋程,櫃,,,,,,,,,,,,,22.9,2.05,,,,,
8272,全景軟體,櫃,,,,,,,,,,,,,25.4,5.37,,,,,
8277,商丞,櫃,,,,,,,,,,,,,,2.67,,,,,
8279,生展,櫃,,,,,,,,,,,,,15,1.64,,,,,
8284,三竹,櫃,,,,,,,,,,,,,14,2.52,,,,,
8289,泰藝,櫃,,,,,,,,,,,,,1328,1.16,,,,,
8291,尚茂,櫃,,,,,,,,,,,,,,3.68,,,,,
8299,群聯,櫃,,,,,,,,,,,,,11.9,1.94,,,,,
8342,益張,櫃,,,,,,,,,,,,,14,3.07,,,,,
8349,恒耀,櫃,,,,,,,,,,,,,14.3,1.85,,,,,
8349A,恒耀甲特,櫃,,,,,,,,,,,,,,,,,,,
8354,冠好,櫃,,,,,,,,,,,,,18,0.6,,,,,
8358,金居,櫃,,,,,,,,,,,,,16.9,2.42,,,,,
8383,千附,櫃,,,,,,,,,,,,,14.7,1.34,,,,,
8390,金益鼎,櫃,,,,,,,,,,,,,16.4,2.15,,,,,
8401,白紗科,櫃,,,,,,,,,,,,,10.6,1.67,,,,,
8403,盛弘,櫃,,,,,,,,,,,,,24.2,1.04,,,,,
8409,商之器,櫃,,,,,,,,,,,,,,2.94,,,,,
8410,森田,櫃,,,,,,,,,,,,,16.6,1.67,,,,,
8415,大國鋼,櫃,,,,,,,,,,,,,14.7,1.39,,,,,
8416,實威,櫃,,,,,,,,,,,,,15.3,3.27,,,,,
8421,旭源,櫃,,,,,,,,,,,,,,1.03,,,,,
8423,保綠-KY,櫃,,,,,,,,,,,,,36.3,1.38,,,,,
8424,惠普,櫃,,,,,,,,,,,,,15.3,2.3,,,,,
8426,紅木-KY,櫃,,,,,,,,,,,,,9.4,1.96,,,,,
8431,匯鑽科,櫃,,,,,,,,,,,,,149,2.8,,,,,
8432,東生華,櫃,,,,,,,,,,,,,20.5,1.75,,,,,
8433,弘帆,櫃,,,,,,,,,,,,,10.2,1.95,,,,,
8435,鉅邁,櫃,,,,,,,,,,,,,15.2,2.96,,,,,
8436,大江,櫃,,,,,,,,,,,,,18.3,1.75,,,,,
8437,大地-KY,櫃,,,,,,,,,,,,,,0.56,,,,,
8440,綠電,櫃,,,,,,,,,,,,,66.9,2.84,,,,,
8444,綠河-KY,櫃,,,,,,,,,,,,,,2.06,,,,,
8446,華研,櫃,,,,,,,,,,,,,11.1,3.29,,,,,
8450,霹靂,櫃,,,,,,,,,,,,,,1.59,,,,,
8455,大拓-KY,櫃,,,,,,,,,,,,,,1.44,,,,,
8472,夠麻吉,櫃,,,,,,,,,,,,,,1.46,,,,,
8477,創業家,櫃,,,,,,,,,,,,,,3.42,,,,,
8489,三貝德,櫃,,,,,,,,,,,,,,3.04,,,,,
8905,裕國,櫃,,,,,,,,,,,,,18.8,1.27,,,,,
8906,花王,櫃,,,,,,,,,,,,,,3.14,,,,,
8908,欣雄,櫃,,,,,,,,,,,,,27.5,3.65,,,,,
8916,光隆,櫃,,,,,,,,,,,,,16,1.54,,,,,
8917,欣泰,櫃,,,,,,,,,,,,,27.3,3.95,,,,,
8921,沈氏,櫃,,,,,,,,,,,,,,1.3,,,,,
8923,時報,櫃,,,,,,,,,,,,,19.9,1.27,,,,,
8924,大田,櫃,,,,,,,,,,,,,14.4,1.67,,,,,
8927,北基,櫃,,,,,,,,,,,,,37.5,3.45,,,,,
8928,鉅明,櫃,,,,,,,,,,,,,36.8,1.62,,,,,
8929,富堡,櫃,,,,,,,,,,,,,21.8,1.7,,,,,
8930,青鋼,櫃,,,,,,,,,,,,,12.7,1.97,,,,,
8931,大汽電,櫃,,,,,,,,,,,,,23,2.92,,,,,
8932,智通*,櫃,,,,,,,,,,,,,73,10.7,,,,,
8933,愛地雅,櫃,,,,,,,,,,,,,,1.19,,,,,
8935,邦泰,櫃,,,,,,,,,,,,,,2.57,,,,,
8936,國統,櫃,,,,,,,,,,,,,17.3,2.28,,,,,
8937,合騏,櫃,,,,,,,,,,,,,417,10.1,,,,,
8938,明安,櫃,,,,,,,,,,,,,14.5,1.54,,,,,
8941,關中,櫃,,,,,,,,,,,,,13.8,2.66,,,,,
8942,森鉅,櫃,,,,,,,,,,,,,13.5,1.18,,,,,
9949,琉園,櫃,,,,,,,,,,,,,,3.13,,,,,
9950,萬國通,櫃,,,,,,,,,,,,,18,1.46,,,,,
9951,皇田,櫃,,,,,,,,,,,,,13.3,1.23,,,,,
9960,邁達康,櫃,,,,,,,,,,,,,12.7,1.39,,,,,
9962,有益,櫃,,,,,,,,,,,,,22.3,1.28,,,,,
